epoch,loss,lr,val_loss
62,-0.2691246569156647,1.525879e-08,-0.42727479338645935
63,-0.9951366186141968,1.525879e-08,-0.4239215850830078
64,0.11951924860477448,1.525879e-08,-0.24438175559043884
65,-0.5066234469413757,7.629395e-09,-0.09508751332759857
66,-0.595991313457489,7.629395e-09,-0.8365663290023804
67,-0.36423468589782715,7.629395e-09,-0.3496137261390686
68,-0.2436080425977707,3.8146974e-09,-0.4566444456577301
69,-1.0146397352218628,3.8146974e-09,-0.6218908429145813
70,-0.3283569812774658,3.8146974e-09,-0.4107648730278015
71,-0.308930367231369,1.9073487e-09,-0.9600158929824829
72,-0.16155265271663666,1.9073487e-09,-0.004428291227668524
73,0.8799668550491333,1.9073487e-09,-0.83110511302948
74,0.2372576743364334,9.536744e-10,-0.2773205041885376
75,-0.25054988265037537,9.536744e-10,-0.049920033663511276
76,-0.16178151965141296,9.536744e-10,-0.6655640602111816
77,-0.41105785965919495,4.768372e-10,-0.44444841146469116
78,-0.4590509831905365,4.768372e-10,-0.2303931713104248
79,0.9832760691642761,4.768372e-10,-0.4744264483451843
80,-0.6331279873847961,2.384186e-10,-0.46814075112342834
81,-1.2183494567871094,2.384186e-10,-0.05596031993627548
82,0.09130849689245224,2.384186e-10,-0.4241795539855957
83,-0.8177850842475891,1.192093e-10,-0.5734186172485352
84,-0.8187187910079956,1.192093e-10,-1.1455566883087158
85,-0.7171066403388977,1.192093e-10,-0.7010842561721802
86,-0.20083487033843994,1e-10,-0.6423383951187134
87,-1.224796175956726,1e-10,0.27645060420036316
88,-0.714219331741333,1e-10,-0.7420593500137329
89,-0.4236575961112976,1e-10,-0.18701793253421783
90,-0.9923237562179565,1e-10,0.12345866858959198
91,-0.8233976364135742,1e-10,-0.7537674307823181
92,-0.8053470849990845,1e-10,-0.5596398115158081
93,-0.13872382044792175,1e-10,-0.17861683666706085
94,-0.08829577267169952,1e-10,-0.8126352429389954
95,-0.2445754110813141,1e-10,-0.6953113079071045
96,-0.7837239503860474,1e-10,-0.7690434455871582
97,0.11236437410116196,1e-10,-1.1431634426116943
98,-0.4305383563041687,1e-10,-0.39513450860977173
99,-0.631806492805481,1e-10,-0.12923523783683777
